Bulletin_Nr,Week,Wochenbeginn,Wochenende,Year,PopCity,PopCanton,Deaths,Deaths1000,Influenza_Stadt,IncCIty1000,Influenza_Kanton,IncCanton1000,Andere_Infekt,Total_Aufnahmen,HospInf1000,HospTot1000
1,1,26.12.09,01.01.10,1910,189065,503915,48,0.25,,,,,1,117,0,0.23
2,2,02.01.10,08.01.10,1910,189065,503915,52,0.28,,,,,2,214,0,0.42
3,3,09.01.10,15.01.10,1910,189065,503915,49,0.26,,,,,1,158,0,0.31
4,4,16.01.10,22.01.10,1910,189065,503915,53,0.28,,,,,3,203,0.01,0.4
5,5,23.01.10,29.01.10,1910,189065,503915,58,0.31,,,,,3,187,0.01,0.37
6,6,30.01.10,05.02.10,1910,189065,503915,65,0.34,,,,,1,179,0,0.36
7,7,06.02.10,12.02.10,1910,189065,503915,40,0.21,,,,,1,176,0,0.35
8,8,13.02.10,19.02.10,1910,189065,503915,40,0.21,,,,,2,195,0,0.39
9,9,20.02.10,26.02.10,1910,189065,503915,57,0.3,,,,,1,186,0,0.37
10,10,27.02.10,05.03.10,1910,189065,503915,67,0.35,,,,,1,196,0,0.39
11,11,06.03.10,12.03.10,1910,189065,503915,66,0.35,,,,,3,220,0.01,0.44
12,12,13.03.10,19.03.10,1910,189065,503915,60,0.32,,,,,1,209,0,0.41
13,13,20.03.10,26.03.10,1910,189065,503915,65,0.34,,,,,2,163,0,0.32
14,14,27.03.10,02.04.10,1910,189065,503915,65,0.34,,,,,2,218,0,0.43
15,15,03.04.10,09.04.10,1910,189065,503915,73,0.39,,,,,2,201,0,0.4
16,16,10.04.10,16.04.10,1910,189065,503915,65,0.34,,,,,4,222,0.01,0.44
17,17,17.04.10,23.04.10,1910,189065,503915,45,0.24,,,,,1,203,0,0.4
18,18,24.04.10,30.04.10,1910,189065,503915,50,0.26,,,,,1,204,0,0.4
19,19,01.05.10,07.05.10,1910,189065,503915,62,0.33,,,,,3,152,0.01,0.3
20,20,08.05.10,14.05.10,1910,189065,503915,48,0.25,,,,,0,208,0,0.41
21,21,15.05.10,21.05.10,1910,189065,503915,74,0.39,,,,,2,190,0,0.38
22,22,22.05.10,28.05.10,1910,189065,503915,59,0.31,,,,,2,215,0,0.43
23,23,29.05.10,04.06.10,1910,189065,503915,59,0.31,,,,,4,213,0.01,0.42
24,24,05.06.10,11.06.10,1910,189065,503915,36,0.19,,,,,3,204,0.01,0.4
25,25,12.06.10,18.06.10,1910,189065,503915,46,0.24,,,,,8,210,0.02,0.42
26,26,19.06.10,25.06.10,1910,189065,503915,54,0.29,,,,,1,174,0,0.35
27,27,26.06.10,02.07.10,1910,189065,503915,39,0.21,,,,,0,191,0,0.38
28,28,03.07.10,09.07.10,1910,189065,503915,56,0.3,,,,,1,181,0,0.36
29,29,10.07.10,16.07.10,1910,189065,503915,47,0.25,,,,,0,211,0,0.42
30,30,17.07.10,23.07.10,1910,189065,503915,56,0.3,,,,,1,194,0,0.38
31,31,24.07.10,30.07.10,1910,189065,503915,57,0.3,,,,,0,188,0,0.37
32,32,31.07.10,06.08.10,1910,189065,503915,37,0.2,,,,,4,182,0.01,0.36
33,33,07.08.10,13.08.10,1910,189065,503915,55,0.29,,,,,1,166,0,0.33
34,34,14.08.10,20.08.10,1910,189065,503915,43,0.23,,,,,3,185,0.01,0.37
35,35,21.08.10,27.08.10,1910,189065,503915,40,0.21,,,,,0,185,0,0.37
36,36,28.08.10,03.09.10,1910,189065,503915,43,0.23,,,,,3,180,0.01,0.36
37,37,04.09.10,10.09.10,1910,189065,503915,46,0.24,,,,,4,180,0.01,0.36
38,38,11.09.10,17.09.10,1910,189065,503915,50,0.26,,,,,4,219,0.01,0.43
39,39,18.09.10,24.09.10,1910,189065,503915,36,0.19,,,,,0,312,0,0.62
40,40,25.09.10,01.10.10,1910,189065,503915,52,0.28,,,,,2,188,0,0.37
41,41,02.10.10,08.10.10,1910,189065,503915,37,0.2,,,,,0,193,0,0.38
42,42,09.10.10,15.10.10,1910,189065,503915,47,0.25,,,,,1,211,0,0.42
43,43,16.10.10,22.10.10,1910,189065,503915,50,0.26,,,,,6,186,0.01,0.37
44,44,23.10.10,29.10.10,1910,189065,503915,29,0.15,,,,,1,183,0,0.36
45,45,30.10.10,05.11.10,1910,189065,503915,49,0.26,,,,,4,206,0.01,0.41
46,46,06.11.10,12.11.10,1910,189065,503915,51,0.27,,,,,1,191,0,0.38
47,47,13.11.10,19.11.10,1910,189065,503915,33,0.17,,,,,3,202,0.01,0.4
48,48,20.11.10,26.11.10,1910,189065,503915,55,0.29,,,,,4,213,0.01,0.42
49,49,27.11.10,03.12.10,1910,189065,503915,45,0.24,,,,,6,245,0.01,0.49
50,50,04.12.10,10.12.10,1910,189065,503915,58,0.31,,,,,4,203,0.01,0.4
51,51,11.12.10,17.12.10,1910,189065,503915,59,0.31,,,,,4,200,0.01,0.4
52,52,18.12.10,24.12.10,1910,189065,503915,52,0.28,,,,,4,169,0.01,0.34
1,53,25.12.10,31.12.10,1910,189065,503915,73,0.39,,,,,5,157,0.01,0.31
2,54,01.01.11,07.01.11,1911,192870,510600,57,0.3,,,,,3,205,0.01,0.4
3,55,08.01.11,14.01.11,1911,192870,510600,67,0.35,,,,,8,224,0.02,0.44
4,56,15.01.11,21.01.11,1911,192870,510600,92,0.48,,,,,10,240,0.02,0.47
5,57,22.01.11,28.01.11,1911,192870,510600,78,0.4,,,,,5,221,0.01,0.43
6,58,29.01.11,04.02.11,1911,192870,510600,63,0.33,,,,,8,203,0.02,0.4
7,59,05.02.11,11.02.11,1911,192870,510600,67,0.35,,,,,15,252,0.03,0.49
8,60,12.02.11,18.02.11,1911,192870,510600,65,0.34,,,,,4,210,0.01,0.41
9,61,19.02.11,25.02.11,1911,192870,510600,71,0.37,,,,,5,206,0.01,0.4
10,62,26.02.11,04.03.11,1911,192870,510600,56,0.29,,,,,4,223,0.01,0.44
11,63,05.03.11,11.03.11,1911,192870,510600,47,0.24,,,,,3,225,0.01,0.44
12,64,12.03.11,18.03.11,1911,192870,510600,64,0.33,,,,,3,224,0.01,0.44
13,65,19.03.11,25.03.11,1911,192870,510600,69,0.36,,,,,5,219,0.01,0.43
14,66,26.03.11,01.04.11,1911,192870,510600,48,0.25,,,,,13,201,0.03,0.39
15,67,02.04.11,08.04.11,1911,192870,510600,51,0.26,,,,,14,220,0.03,0.43
16,68,09.04.11,15.04.11,1911,192870,510600,48,0.25,,,,,13,186,0.03,0.36
17,69,16.04.11,22.04.11,1911,192870,510600,49,0.25,,,,,12,263,0.02,0.52
18,70,23.04.11,29.04.11,1911,192870,510600,53,0.27,,,,,12,270,0.02,0.53
19,71,30.04.11,06.05.11,1911,192870,510600,57,0.3,,,,,14,229,0.03,0.45
20,72,07.05.11,13.05.11,1911,192870,510600,57,0.3,,,,,7,218,0.01,0.43
21,73,14.05.11,20.05.11,1911,192870,510600,50,0.26,,,,,11,249,0.02,0.49
22,74,21.05.11,27.05.11,1911,192870,510600,48,0.25,,,,,10,205,0.02,0.4
23,75,28.05.11,03.06.11,1911,192870,510600,49,0.25,,,,,9,219,0.02,0.43
24,76,04.06.11,10.06.11,1911,192870,510600,47,0.24,,,,,8,216,0.02,0.42
25,77,11.06.11,17.06.11,1911,192870,510600,41,0.21,,,,,11,227,0.02,0.44
26,78,18.06.11,24.06.11,1911,192870,510600,51,0.26,,,,,6,244,0.01,0.48
27,79,25.06.11,01.07.11,1911,192870,510600,36,0.19,,,,,1,220,0,0.43
28,80,02.07.11,08.07.11,1911,192870,510600,46,0.24,,,,,2,229,0,0.45
29,81,09.07.11,15.07.11,1911,192870,510600,46,0.24,,,,,1,251,0,0.49
30,82,16.07.11,22.07.11,1911,192870,510600,57,0.3,,,,,1,242,0,0.47
31,83,23.07.11,29.07.11,1911,192870,510600,68,0.35,,,,,1,234,0,0.46
32,84,30.07.11,05.08.11,1911,192870,510600,74,0.38,,,,,4,227,0.01,0.44
33,85,06.08.11,12.08.11,1911,192870,510600,51,0.26,,,,,7,249,0.01,0.49
34,86,13.08.11,19.08.11,1911,192870,510600,55,0.29,,,,,0,242,0,0.47
35,87,20.08.11,26.08.11,1911,192870,510600,47,0.24,,,,,2,241,0,0.47
36,88,27.08.11,02.09.11,1911,192870,510600,55,0.29,,,,,4,254,0.01,0.5
37,89,03.09.11,09.09.11,1911,192870,510600,55,0.29,,,,,4,268,0.01,0.52
38,90,10.09.11,16.09.11,1911,192870,510600,39,0.2,,,,,0,257,0,0.5
39,91,17.09.11,23.09.11,1911,192870,510600,46,0.24,,,,,2,257,0,0.5
40,92,24.09.11,30.09.11,1911,192870,510600,46,0.24,,,,,1,251,0,0.49
41,93,01.10.11,07.10.11,1911,192870,510600,87,0.45,,,,,1,314,0,0.61
42,94,08.10.11,14.10.11,1911,192870,510600,49,0.25,,,,,1,266,0,0.52
43,95,15.10.11,21.10.11,1911,192870,510600,46,0.24,,,,,2,243,0,0.48
44,96,22.10.11,28.10.11,1911,192870,510600,45,0.23,,,,,4,226,0.01,0.44
45,97,29.10.11,04.11.11,1911,192870,510600,54,0.28,,,,,4,229,0.01,0.45
46,98,05.11.11,11.11.11,1911,192870,510600,49,0.25,,,,,2,241,0,0.47
47,99,12.11.11,18.11.11,1911,192870,510600,43,0.22,,,,,5,213,0.01,0.42
48,100,19.11.11,25.11.11,1911,192870,510600,53,0.27,,,,,6,264,0.01,0.52
49,101,26.11.11,02.12.11,1911,192870,510600,43,0.22,,,,,6,218,0.01,0.43
50,102,03.12.11,09.12.11,1911,192870,510600,66,0.34,,,,,0,241,0,0.47
51,103,10.12.11,16.12.11,1911,192870,510600,62,0.32,,,,,1,212,0,0.42
52,104,17.12.11,23.12.11,1911,192870,510600,53,0.27,,,,,7,173,0.01,0.34
1,105,24.12.11,30.12.11,1911,192870,510600,56,0.29,,,,,1,157,0,0.31
2,106,31.12.11,06.01.12,1911,192870,510600,61,0.32,,,,,3,200,0.01,0.39
3,107,07.01.12,13.01.12,1912,198600,514300,51,0.26,,,,,4,270,0.01,0.52
4,108,14.01.12,20.01.12,1912,198600,514300,50,0.25,,,,,2,246,0,0.48
5,109,21.01.12,27.01.12,1912,198600,514300,51,0.26,,,,,3,270,0.01,0.52
6,110,28.01.12,03.02.12,1912,198600,514300,55,0.28,,,,,13,257,0.03,0.5
7,111,04.02.12,10.02.12,1912,198600,514300,66,0.33,,,,,4,257,0.01,0.5
8,112,11.02.12,17.02.12,1912,198600,514300,64,0.32,,,,,14,246,0.03,0.48
9,113,18.02.12,24.02.12,1912,198600,514300,68,0.34,,,,,13,255,0.03,0.5
10,114,25.02.12,02.03.12,1912,198600,514300,55,0.28,,,,,15,275,0.03,0.53
11,115,03.03.12,09.03.12,1912,198600,514300,55,0.28,,,,,4,154,0.01,0.3
12,116,10.03.12,16.03.12,1912,198600,514300,64,0.32,,,,,12,254,0.02,0.49
13,117,17.03.12,23.03.12,1912,198600,514300,62,0.31,,,,,8,233,0.02,0.45
14,118,24.03.12,30.03.12,1912,198600,514300,57,0.29,,,,,8,239,0.02,0.46
15,119,31.03.12,06.04.12,1912,198600,514300,53,0.27,,,,,6,204,0.01,0.4
16,120,07.04.12,13.04.12,1912,198600,514300,57,0.29,,,,,9,252,0.02,0.49
17,121,14.04.12,20.04.12,1912,198600,514300,55,0.28,,,,,13,249,0.03,0.48
18,122,21.04.12,27.04.12,1912,198600,514300,53,0.27,,,,,3,223,0.01,0.43
19,123,28.04.12,04.05.12,1912,198600,514300,54,0.27,,,,,8,290,0.02,0.56
20,124,05.05.12,11.05.12,1912,198600,514300,56,0.28,,,,,4,229,0.01,0.45
21,125,12.05.12,18.05.12,1912,198600,514300,69,0.35,,,,,4,203,0.01,0.39
22,126,19.05.12,25.05.12,1912,198600,514300,64,0.32,,,,,9,224,0.02,0.44
23,127,26.05.12,01.06.12,1912,198600,514300,41,0.21,,,,,3,207,0.01,0.4
24,128,02.06.12,08.06.12,1912,198600,514300,50,0.25,,,,,5,259,0.01,0.5
25,129,09.06.12,15.06.12,1912,198600,514300,49,0.25,,,,,4,216,0.01,0.42
26,130,16.06.12,22.06.12,1912,198600,514300,45,0.23,,,,,6,211,0.01,0.41
27,131,23.06.12,29.06.12,1912,198600,514300,64,0.32,,,,,3,225,0.01,0.44
28,132,30.06.12,06.07.12,1912,198600,514300,32,0.16,,,,,3,221,0.01,0.43
29,133,07.07.12,13.07.12,1912,198600,514300,66,0.33,,,,,3,210,0.01,0.41
30,134,14.07.12,20.07.12,1912,198600,514300,43,0.22,,,,,2,261,0,0.51
31,135,21.07.12,27.07.12,1912,198600,514300,46,0.23,,,,,3,199,0.01,0.39
32,136,28.07.12,03.08.12,1912,198600,514300,47,0.24,,,,,7,212,0.01,0.41
33,137,04.08.12,10.08.12,1912,198600,514300,39,0.2,,,,,4,191,0.01,0.37
34,138,11.08.12,17.08.12,1912,198600,514300,41,0.21,,,,,5,198,0.01,0.38
35,139,18.08.12,24.08.12,1912,198600,514300,40,0.2,,,,,5,216,0.01,0.42
36,140,25.08.12,31.08.12,1912,198600,514300,49,0.25,,,,,5,221,0.01,0.43
37,141,01.09.12,07.09.12,1912,198600,514300,32,0.16,,,,,5,259,0.01,0.5
38,142,08.09.12,14.09.12,1912,198600,514300,49,0.25,,,,,5,232,0.01,0.45
39,143,15.09.12,21.09.12,1912,198600,514300,39,0.2,,,,,9,256,0.02,0.5
40,144,22.09.12,28.09.12,1912,198600,514300,53,0.27,,,,,2,215,0,0.42
41,145,29.09.12,05.10.12,1912,198600,514300,73,0.37,,,,,0,105,0,0.2
42,146,06.10.12,12.10.12,1912,198600,514300,50,0.25,,,,,5,237,0.01,0.46
43,147,13.10.12,19.10.12,1912,198600,514300,41,0.21,,,,,4,230,0.01,0.45
44,148,20.10.12,26.10.12,1912,198600,514300,50,0.25,,,,,4,194,0.01,0.38
45,149,27.10.12,02.11.12,1912,198600,514300,55,0.28,,,,,16,183,0.03,0.36
46,150,03.11.12,09.11.12,1912,198600,514300,65,0.33,,,,,15,233,0.03,0.45
47,151,10.11.12,16.11.12,1912,198600,514300,40,0.2,,,,,14,193,0.03,0.38
48,152,17.11.12,23.11.12,1912,198600,514300,68,0.34,,,,,7,200,0.01,0.39
49,153,24.11.12,30.11.12,1912,198600,514300,49,0.25,,,,,15,212,0.03,0.41
50,154,01.12.12,07.12.12,1912,198600,514300,59,0.3,,,,,16,199,0.03,0.39
51,155,08.12.12,14.12.12,1912,198600,514300,52,0.26,,,,,20,231,0.04,0.45
52,156,15.12.12,21.12.12,1912,198600,514300,62,0.31,,,,,10,198,0.02,0.38
53,157,22.12.12,28.12.12,1912,198600,514300,56,0.28,,,,,13,163,0.03,0.32
1,158,29.12.12,04.01.13,1912,198600,514300,65,0.33,,,,,12,192,0.02,0.37
2,159,05.01.13,11.01.13,1913,201000,521300,56,0.28,,,,,13,254,0.02,0.49
3,160,12.01.13,18.01.13,1913,201000,521300,54,0.27,,,,,16,244,0.03,0.47
4,161,19.01.13,25.01.13,1913,201000,521300,62,0.31,,,,,20,249,0.04,0.48
5,162,26.01.13,01.02.13,1913,201000,521300,50,0.25,,,,,8,239,0.02,0.46
6,163,02.02.13,08.02.13,1913,201000,521300,72,0.36,,,,,3,225,0.01,0.43
7,164,09.02.13,15.02.13,1913,201000,521300,51,0.25,,,,,9,243,0.02,0.47
8,165,16.02.13,22.02.13,1913,201000,521300,50,0.25,,,,,1,246,0,0.47
9,166,23.02.13,01.03.13,1913,201000,521300,62,0.31,,,,,21,263,0.04,0.5
10,167,02.03.13,08.03.13,1913,201000,521300,70,0.35,,,,,9,261,0.02,0.5
11,168,09.03.13,15.03.13,1913,201000,521300,70,0.35,,,,,6,268,0.01,0.51
12,169,16.03.13,22.03.13,1913,201000,521300,64,0.32,,,,,6,240,0.01,0.46
13,170,23.03.13,29.03.13,1913,201000,521300,62,0.31,,,,,8,255,0.02,0.49
14,171,30.03.13,05.04.13,1913,201000,521300,54,0.27,,,,,8,261,0.02,0.5
15,172,06.04.13,12.04.13,1913,201000,521300,80,0.4,,,,,15,259,0.03,0.5
16,173,13.04.13,19.04.13,1913,201000,521300,58,0.29,,,,,11,250,0.02,0.48
17,174,20.04.13,26.04.13,1913,201000,521300,62,0.31,,,,,20,258,0.04,0.49
18,175,27.04.13,03.05.13,1913,201000,521300,59,0.29,,,,,19,276,0.04,0.53
19,176,04.05.13,10.05.13,1913,201000,521300,51,0.25,,,,,13,222,0.02,0.43
20,177,11.05.13,17.05.13,1913,201000,521300,54,0.27,,,,,9,238,0.02,0.46
21,178,18.05.13,24.05.13,1913,201000,521300,55,0.27,,,,,10,254,0.02,0.49
22,179,25.05.13,31.05.13,1913,201000,521300,71,0.35,,,,,12,289,0.02,0.55
23,180,01.06.13,07.06.13,1913,201000,521300,48,0.24,,,,,12,266,0.02,0.51
24,181,08.06.13,14.06.13,1913,201000,521300,52,0.26,,,,,9,256,0.02,0.49
25,182,15.06.13,21.06.13,1913,201000,521300,56,0.28,,,,,11,216,0.02,0.41
26,183,22.06.13,28.06.13,1913,201000,521300,50,0.25,,,,,3,267,0.01,0.51
27,184,29.06.13,05.07.13,1913,201000,521300,63,0.31,,,,,11,276,0.02,0.53
28,185,06.07.13,12.07.13,1913,201000,521300,46,0.23,,,,,7,259,0.01,0.5
29,186,13.07.13,19.07.13,1913,201000,521300,52,0.26,,,,,14,260,0.03,0.5
30,187,20.07.13,26.07.13,1913,201000,521300,45,0.22,,,,,5,240,0.01,0.46
31,188,27.07.13,02.08.13,1913,201000,521300,39,0.19,,,,,4,201,0.01,0.39
32,189,03.08.13,09.08.13,1913,201000,521300,52,0.26,,,,,1,215,0,0.41
33,190,10.08.13,16.08.13,1913,201000,521300,40,0.2,,,,,2,181,0,0.35
34,191,17.08.13,23.08.13,1913,201000,521300,59,0.29,,,,,7,181,0.01,0.35
35,192,24.08.13,30.08.13,1913,201000,521300,45,0.22,,,,,8,245,0.02,0.47
36,193,31.08.13,06.09.13,1913,201000,521300,41,0.2,,,,,6,245,0.01,0.47
37,194,07.09.13,13.09.13,1913,201000,521300,43,0.21,,,,,13,202,0.02,0.39
38,195,14.09.13,20.09.13,1913,201000,521300,43,0.21,,,,,7,226,0.01,0.43
39,196,21.09.13,27.09.13,1913,201000,521300,42,0.21,,,,,5,203,0.01,0.39
40,197,28.09.13,04.10.13,1913,201000,521300,50,0.25,,,,,6,232,0.01,0.45
41,198,05.10.13,11.10.13,1913,201000,521300,38,0.19,,,,,15,261,0.03,0.5
42,199,12.10.13,18.10.13,1913,201000,521300,50,0.25,,,,,9,299,0.02,0.57
43,200,19.10.13,25.10.13,1913,201000,521300,34,0.17,,,,,12,248,0.02,0.48
44,201,26.10.13,01.11.13,1913,201000,521300,45,0.22,,,,,7,218,0.01,0.42
45,202,02.11.13,08.11.13,1913,201000,521300,40,0.2,,,,,8,238,0.02,0.46
46,203,09.11.13,15.11.13,1913,201000,521300,43,0.21,,,,,6,213,0.01,0.41
47,204,16.11.13,22.11.13,1913,201000,521300,46,0.23,,,,,6,228,0.01,0.44
48,205,23.11.13,29.11.13,1913,201000,521300,41,0.2,,,,,6,220,0.01,0.42
49,206,30.11.13,06.12.13,1913,201000,521300,48,0.24,,,,,6,219,0.01,0.42
50,207,07.12.13,13.12.13,1913,201000,521300,34,0.17,,,,,7,233,0.01,0.45
51,208,14.12.13,20.12.13,1913,201000,521300,52,0.26,,,,,5,202,0.01,0.39
52,209,21.12.13,27.12.13,1913,201000,521300,43,0.21,,,,,6,151,0.01,0.29
1,210,28.12.13,03.01.14,1913,201000,521300,59,0.29,,,,,8,213,0.02,0.41
2,211,04.01.14,10.01.14,1914,200200,527000,62,0.31,,,,,6,282,0.01,0.54
3,212,11.01.14,17.01.14,1914,200200,527000,57,0.28,,,,,9,214,0.02,0.41
4,213,18.01.14,24.01.14,1914,200200,527000,64,0.32,,,,,7,226,0.01,0.43
5,214,25.01.14,31.01.14,1914,200200,527000,53,0.26,,,,,9,223,0.02,0.42
6,215,01.02.14,07.02.14,1914,200200,527000,51,0.25,,,,,9,239,0.02,0.45
7,216,08.02.14,14.02.14,1914,200200,527000,54,0.27,,,,,13,259,0.02,0.49
8,217,15.02.14,21.02.14,1914,200200,527000,74,0.37,,,,,11,244,0.02,0.46
9,218,22.02.14,28.02.14,1914,200200,527000,74,0.37,,,,,14,230,0.03,0.44
10,219,01.03.14,07.03.14,1914,200200,527000,56,0.28,,,,,10,270,0.02,0.51
11,220,08.03.14,14.03.14,1914,200200,527000,54,0.27,,,,,4,246,0.01,0.47
12,221,15.03.14,21.03.14,1914,200200,527000,51,0.25,,,,,13,276,0.02,0.52
13,222,22.03.14,28.03.14,1914,200200,527000,61,0.3,,,,,10,248,0.02,0.47
14,223,29.03.14,04.04.14,1914,200200,527000,59,0.29,,,,,9,268,0.02,0.51
15,224,05.04.14,11.04.14,1914,200200,527000,60,0.3,,,,,7,211,0.01,0.4
16,225,12.04.14,18.04.14,1914,200200,527000,57,0.28,,,,,8,255,0.02,0.48
17,226,19.04.14,25.04.14,1914,200200,527000,59,0.29,,,,,5,252,0.01,0.48
18,227,26.04.14,02.05.14,1914,200200,527000,47,0.23,,,,,5,248,0.01,0.47
19,228,03.05.14,09.05.14,1914,200200,527000,56,0.28,,,,,3,260,0.01,0.49
20,229,10.05.14,16.05.14,1914,200200,527000,56,0.28,,,,,2,282,0,0.54
21,230,17.05.14,23.05.14,1914,200200,527000,59,0.29,,,,,2,252,0,0.48
22,231,24.05.14,30.05.14,1914,200200,527000,43,0.21,,,,,4,245,0.01,0.46
23,232,31.05.14,06.06.14,1914,200200,527000,67,0.33,,,,,2,232,0,0.44
24,233,07.06.14,13.06.14,1914,200200,527000,48,0.24,,,,,2,235,0,0.45
25,234,14.06.14,20.06.14,1914,200200,527000,45,0.22,,,,,7,278,0.01,0.53
26,235,21.06.14,27.06.14,1914,200200,527000,45,0.22,,,,,4,201,0.01,0.38
27,236,28.06.14,04.07.14,1914,200200,527000,52,0.26,,,,,4,278,0.01,0.53
28,237,05.07.14,11.07.14,1914,200200,527000,48,0.24,,,,,4,249,0.01,0.47
29,238,12.07.14,18.07.14,1914,200200,527000,56,0.28,,,,,4,234,0.01,0.44
30,239,19.07.14,25.07.14,1914,200200,527000,45,0.22,,,,,,,,
31,240,26.07.14,01.08.14,1914,200200,527000,36,0.18,,,,,,,,
32,241,02.08.14,08.08.14,1914,200200,527000,42,0.21,,,,,,,,
33,242,09.08.14,15.08.14,1914,200200,527000,48,0.24,,,,,,,,
34,243,16.08.14,22.08.14,1914,200200,527000,40,0.2,,,,,,,,
35,244,23.08.14,29.08.14,1914,200200,527000,38,0.19,,,,,,,,
36,245,30.08.14,05.09.14,1914,200200,527000,44,0.22,,,,,,,,
37,246,06.09.14,12.09.14,1914,200200,527000,40,0.2,,,,,,,,
38,247,13.09.14,19.09.14,1914,200200,527000,41,0.2,,,,,,,,
39,248,20.09.14,26.09.14,1914,200200,527000,38,0.19,,,,,,,,
40,249,27.09.14,03.10.14,1914,200200,527000,51,0.25,,,,,,,,
41,250,04.10.14,10.10.14,1914,200200,527000,41,0.2,,,,,,,,
42,251,11.10.14,17.10.14,1914,200200,527000,37,0.18,,,,,,,,
43,252,18.10.14,24.10.14,1914,200200,527000,47,0.23,,,,,,,,
44,253,25.10.14,31.10.14,1914,200200,527000,58,0.29,,,,,,,,
45,254,01.11.14,07.11.14,1914,200200,527000,33,0.16,,,,,,,,
46,255,08.11.14,14.11.14,1914,200200,527000,35,0.17,,,,,,,,
47,256,15.11.14,21.11.14,1914,200200,527000,42,0.21,,,,,,,,
48,257,22.11.14,28.11.14,1914,200200,527000,43,0.21,,,,,,,,
49,258,29.11.14,05.12.14,1914,200200,527000,45,0.22,,,,,,,,
50,259,06.12.14,12.12.14,1914,200200,527000,57,0.28,,,,,,,,
51,260,13.12.14,19.12.14,1914,200200,527000,37,0.18,,,,,,,,
52,261,20.12.14,26.12.14,1914,200200,527000,42,0.21,,,,,9,165,0.02,0.31
1,262,27.12.14,02.01.15,1914,200200,527000,65,0.32,,,,,14,166,0.03,0.31
2,263,03.01.15,09.01.15,1915,197180,527000,59,0.3,,,,,3,138,0.01,0.26
3,264,10.01.15,16.01.15,1915,197180,527000,59,0.3,,,,,4,266,0.01,0.5
4,265,17.01.15,23.01.15,1915,197180,527000,60,0.3,,,,,5,231,0.01,0.44
5,266,24.01.15,30.01.15,1915,197180,527000,52,0.26,,,,,18,289,0.03,0.55
6,267,31.01.15,06.02.15,1915,197180,527000,51,0.26,,,,,5,268,0.01,0.51
7,268,07.02.15,13.02.15,1915,197180,527000,57,0.29,,,,,6,285,0.01,0.54
8,269,14.02.15,20.02.15,1915,197180,527000,50,0.25,,,,,3,258,0.01,0.49
9,270,21.02.15,27.02.15,1915,197180,527000,41,0.21,,,,,10,270,0.02,0.51
10,271,28.02.15,06.03.15,1915,197180,527000,52,0.26,,,,,9,139,0.02,0.26
11,272,07.03.15,13.03.15,1915,197180,527000,49,0.25,,,,,2,314,0,0.6
12,273,14.03.15,20.03.15,1915,197180,527000,51,0.26,,,,,5,275,0.01,0.52
13,274,21.03.15,27.03.15,1915,197180,527000,48,0.24,,,,,3,306,0.01,0.58
14,275,28.03.15,03.04.15,1915,197180,527000,42,0.21,,,,,2,221,0,0.42
15,276,04.04.15,10.04.15,1915,197180,527000,52,0.26,,,,,6,303,0.01,0.57
16,277,11.04.15,17.04.15,1915,197180,527000,60,0.3,,,,,2,243,0,0.46
17,278,18.04.15,24.04.15,1915,197180,527000,60,0.3,,,,,4,286,0.01,0.54
18,279,25.04.15,01.05.15,1915,197180,527000,50,0.25,,,,,2,247,0,0.47
19,280,02.05.15,08.05.15,1915,197180,527000,58,0.29,,,,,3,264,0.01,0.5
20,281,09.05.15,15.05.15,1915,197180,527000,52,0.26,,,,,2,104,0,0.2
21,282,16.05.15,22.05.15,1915,197180,527000,41,0.21,,,,,1,127,0,0.24
22,283,23.05.15,29.05.15,1915,197180,527000,54,0.27,,,,,2,129,0,0.24
23,284,30.05.15,05.06.15,1915,197180,527000,45,0.23,,,,,3,265,0.01,0.5
24,285,06.06.15,12.06.15,1915,197180,527000,40,0.2,,,,,1,141,0,0.27
25,286,13.06.15,19.06.15,1915,197180,527000,42,0.21,,,,,0,248,0,0.47
26,287,20.06.15,26.06.15,1915,197180,527000,47,0.24,,,,,3,270,0.01,0.51
27,288,27.06.15,03.07.15,1915,197180,527000,36,0.18,,,,,1,275,0,0.52
28,289,04.07.15,10.07.15,1915,197180,527000,47,0.24,,,,,2,266,0,0.5
29,290,11.07.15,17.07.15,1915,197180,527000,44,0.22,,,,,0,244,0,0.46
30,291,18.07.15,24.07.15,1915,197180,527000,46,0.23,,,,,3,242,0.01,0.46
31,292,25.07.15,31.07.15,1915,197180,527000,51,0.26,,,,,0,212,0,0.4
32,293,01.08.15,07.08.15,1915,197180,527000,50,0.25,,,,,1,225,0,0.43
33,294,08.08.15,14.08.15,1915,197180,527000,49,0.25,,,,,2,228,0,0.43
34,295,15.08.15,21.08.15,1915,197180,527000,44,0.22,,,,,2,245,0,0.46
35,296,22.08.15,28.08.15,1915,197180,527000,34,0.17,,,,,5,224,0.01,0.43
36,297,29.08.15,04.09.15,1915,197180,527000,43,0.22,,,,,3,261,0.01,0.5
37,298,05.09.15,11.09.15,1915,197180,527000,40,0.2,,,,,1,235,0,0.45
38,299,12.09.15,18.09.15,1915,197180,527000,34,0.17,,,,,0,250,0,0.47
39,300,19.09.15,25.09.15,1915,197180,527000,42,0.21,,,,,3,289,0.01,0.55
40,301,26.09.15,02.10.15,1915,197180,527000,32,0.16,,,,,0,247,0,0.47
41,302,03.10.15,09.10.15,1915,197180,527000,39,0.2,,,,,4,237,0.01,0.45
